isbn	title	publisher
0393073394	First Principles: Five Keys to Restoring America&#39;s Prosperity: John B. Taylor: 9780393073393: Amazon.com: Books	 W. W. Norton & Company; 1 edition (January 23, 2012)
1451607342	Young Guns: A New Generation of Conservative Leaders: Eric Cantor, Paul Ryan, Kevin McCarthy: Amazon.com: Books	 Threshold Editions; Original edition (September 14, 2010)
0385510128	The Enemy At Home: The Cultural Left and Its Responsibility for 9/11: Dinesh D&#39;Souza: 9780385510127: Amazon.com: Books	 Doubleday; 1 edition (January 16, 2007)
1565119959	The Cold War: A New History: John Lewis Gaddis, Jay Gregory, Alan Sklar: 9781565119956: Amazon.com: Books	 HighBridge Company; Unabridged edition (December 12, 2005)
1455522759	Amazon.com: Government Bullies: How Everyday Americans Are Being Harassed, Abused, and Imprisoned by the Feds (9781455522750): Rand Paul, Ron Paul: Books	 Center Street (September 12, 2012)
097467320X	Amazon.com: Conservatives Are from Mars (Liberals Are from San Francisco): A Hollywood Rightwinger Comes Out of the Closet (9780974673202): Burt Prelutsky: Books	 Scorched Earth Press; First Edition edition (January 2004)
006199524X	Mad As Hell: How the Tea Party Movement Is Fundamentally Remaking Our Two-Party System: Scott Rasmussen, Doug Schoen: 9780061995248: Amazon.com: Books	 Broadside Books; Reprint edition (September 6, 2011)
1442344229	Amazon.com: Of Thee I Zing: America&#39;s Cultural Decline from Muffin Tops to Body Shots (9781442344228): Laura Ingraham, Raymond Arroyo: Books	 Simon & Schuster Audio; Unabridged edition (July 12, 2011)
0767920325	Comeback: Conservatism That Can Win Again: David Frum: 9780767920322: Amazon.com: Books	 Broadway; Reprint edition (January 20, 2009)
1596981903	To Save America: Stopping Obama&#39;s Secular-Socialist Machine: Newt Gingrich: Amazon.com: Books	 Regnery Publishing; Rev Upd edition (January 3, 2011)
1581824696	Taking America Back: A Radical Plan to Revive Freedom, Morality, and Justice: Joseph Farah: Amazon.com: Books	 WND Books (September 30, 2005)
0307952029	Muzzled: The Assault on Honest Debate: Juan Williams: 9780307952028: Amazon.com: Books	 Broadway; Reprint edition (July 10, 2012)
145516352X	Amazon.com: Obama&#39;s America: Unmaking the American Dream (9781455163526): Dinesh D&#39;Souza, David Cochran Heath: Books	 Blackstone Audio, Inc.; Unabridged MP3CD edition (August 13, 2012)
1596987766	The Politically Incorrect Guide to the Presidents: From Wilson to Obama (Politically Incorrect Guides): Steven F. Hayward: 9781596987760: Amazon.com: Books	 Regnery Publishing (February 13, 2012)
0765805766	Conservatism Revisited: The Revolt Against Ideology: Peter Viereck, Claes G. Ryn: 9780765805768: Amazon.com: Books	 Transaction Publishers (January 13, 2005)
1596980095	Men in Black: How the Supreme Court Is Destroying America: Mark R. Levin: 9781596980099: Amazon.com: Books	 Regnery Publishing; annotated edition edition (August 1, 2006)
1890626740	Party of Defeat: David Horowitz, Ben Johnson: 9781890626747: Amazon.com: Books	 Spence Pub (April 1, 2008)
1932792325	Classical Antiquity and the Politics of America: From George Washington to George W. Bush: Michael Meckler: 9781932792324: Amazon.com: Books	 Baylor University Press (August 30, 2006)
0984155929	Amazon.com: Official Tea Party Handbook: A Tactical Playbook for Tea Party Patriots (9780984155927): Charly Gullett: Books	 WARFIELD PRESS LLC (September 11, 2009)
1439168156	Have You Seen My Country Lately?: America&#39;s Wake-Up Call: Jerry Doyle: Amazon.com: Books	 Threshold Editions (December 14, 2010)
0471758167	Amazon.com: The Right Words: Great Republican Speeches that Shaped History (9780471758167): Wynton C. Hall: Books	 Wiley; 1 edition (February 9, 2007)
0879759569	Amazon.com: America First! Its History, Culture, and Politics (9780879759568): Bill Kauffman: Books	 Prometheus Books; 1st edition (June 1995)
0307716457	Amazon.com: The New Leviathan: How the Left-Wing Money-Machine Shapes American Politics and Threatens America&#39;s Future (9780307716453): David Horowitz, Jacob Laksin: Books	 Crown Forum; First Edition edition (June 12, 2012)
0873387929	Congress from the Inside: Observations from the Majority and the Minority: Sherrod Brown: 9780873387927: Amazon.com: Books	 Kent State Univ Pr; 3 edition (March 2004)
145561579X	Forgotten Conservatives in American History: Brion McClanahan, Clyde Wilson: 9781455615797: Amazon.com: Books	 Pelican Publishing (April 16, 2012)
1933859229	The Future of Conservatism: Conflict and Consensus in the Post-Reagan Era (Religion and Contemporary Culture): Charles W. Dunn: 9781933859224: Amazon.com: Books	 Intercollegiate Studies Institute; annotated edition edition (May 15, 2007)
0446552305	The Bible of Unspeakable Truths: Greg Gutfeld, Penn Jillette: Amazon.com: Books	 Grand Central Publishing; 1 edition (May 25, 2010)
1596594608	Rush Limbaugh: An Army of One (Your Coach in a Box): Zev Chafets, Erik Synnestvedt: 9781596594609: Amazon.com: Books	 Your Coach In A Box; Unabridged edition (May 25, 2010)
1594030863	Black Rednecks and White Liberals: Thomas Sowell: 9781594030864: Amazon.com: Books	 Encounter Books; First Edition edition (June 1, 2005)
1935071270	The Flipside of Feminism: What Conservative Women Know -- and Men Can&#39;t Say: Suzanne Venker, Phyllis Schlafly: 9781935071273: Amazon.com: Books	 WND Books (March 15, 2011)
1455161039	Secret Weapon: How Economic Terrorism Brought Down the U.S. Stock Market and Why It Can Happen Again: Kevin D. Freeman, Tom Weiner: 9781455161034: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged edition (February 22, 2012)
055337981X	Corps Values: Everything You Need to Know I Learned In the Marines: Zell Miller: 9780553379815: Amazon.com: Books	 Bantam (September 1, 1998)
1596985267	Bankrupt: The Intellectual and Moral Bankruptcy of Today&#39;s Democratic Party: David Limbaugh: 9781596985261: Amazon.com: Books	 Regnery Publishing (August 28, 2007)
0956226515	The Spirit Level Delusion: Fact-checking the Left&#39;s new theory of everything: Christopher Snowdon: 9780956226518: Amazon.com: Books	 Democracy Institute/Little Dice (May 10, 2010)
1455503126	Indivisible: Restoring Faith, Family, and Freedom Before It&#39;s Too Late: James Robison, Jay W. Richards: 9781455503124: Amazon.com: Books	 FaithWords; 1 edition (February 20, 2012)
1433214342	What Happened: Inside The Bush White House and Washington&#39;s Culture of Deception: Scott Mcclellan: 9781433214349: Amazon.com: Books	 Blackstone Audiobooks, Inc.; Unabridged edition (June 2, 2008)
0767920937	Amazon.com: Culture Warrior (9780767920933): Bill O&#39;Reilly: Books	 Broadway (October 9, 2007)
1595552863	Hoodwinked: How Intellectual Hucksters Have Hijacked American Culture: Jack Cashill: 9781595552860: Amazon.com: Books	 Thomas Nelson (July 21, 2009)
1416522883	Upstream: The Ascendance of American Conservatism: Alfred S. Regnery: 9781416522881: Amazon.com: Books	 Threshold Editions; 1st Threshold Editions Hardcover Ed edition (February 12, 2008)
1451625618	Amazon.com: Hollywood Hypocrites (9781451625615): Jason Mattera: Books	 Threshold Editions (March 13, 2012)
0825305586	The Ruling Class: How They Corrupted America and What We Can Do About It: Angelo M. Codevilla, Rush Limbaugh: 9780825305580: Amazon.com: Books	 Beaufort Books (September 12, 2010)
0060573112	Slouching Towards Gomorrah: Modern Liberalism and American Decline: Robert H. Bork: 9780060573119: Amazon.com: Books	 Harper Perennial; Rep Sub edition (December 16, 2003)
030733919X	The Tyranny of Tolerance: A Sitting Judge Breaks the Code of Silence to Expose the Liberal Judicial Assault: Robert H. Dierker Jr.: 9780307339195: Amazon.com: Books	 Crown Forum; First Edition edition (December 26, 2006)
1470829711	Amazon.com: Fool Me Twice: Obama&#39;s Shocking Plans for the Next Four Years Exposed (9781470829711): Aaron Klein, Brenda J. Elliott, Mike Chamberlain: Books	 Blackstone Audio, Inc.; Unabridged edition (August 7, 2012)
1907166165	The Problem of Democracy: Alain de Benoist, Tomislav Sunic: 9781907166167: Amazon.com: Books	 Arktos Media Ltd (February 28, 2011)
0465022235	Amazon.com: The Neoconservative Persuasion: Selected Essays, 1942-2009: Irving Kristol: Books	 Basic Books (January 11, 2011)
0060391634	Slouching Towards Gomorrah: Robert H. Bork: 9780060391638: Amazon.com: Books	 HarperCollins; First Edition edition (June 1, 1996)
1595230904	Core of Conviction: My Story: Michele Bachmann: 9781595230904: Amazon.com: Books	 Sentinel HC; First Edition edition (November 21, 2011)
1594036063	Amazon.com: America-Lite: How Imperial Academia Dismantled Our Culture (and Ushered In the Obamacrats) (9781594036064): David Gelernter: Books	 Encounter Books (June 26, 2012)
1595230572	Amazon.com: Do the Right Thing: Inside the Movement That&#39;s Bringing Common Sense Back to America (9781595230577): Mike Huckabee: Books	 Sentinel Trade; Reprint edition (November 3, 2009)
1596986204	Culture of Corruption: Obama and His Team of Tax Cheats, Crooks, and Cronies: Michelle Malkin: 9781596986206: Amazon.com: Books	 Regnery Publishing; Reprint edition (August 9, 2010)
0446547212	Amazon.com: Secular Sabotage: How Liberals Are Destroying Religion and Culture in America: William A. Donohue: Books	 FaithWords; 1 edition (September 2, 2009)
0060779608	Michael Moore Is a Big Fat Stupid White Man: David T. Hardy, Jason Clarke: 9780060779603: Amazon.com: Books	 William Morrow Paperbacks (May 10, 2005)
0742515176	Amazon.com: Woodrow Wilson and the Roots of Modern Liberalism (American Intellectual Culture) (9780742515178): Ronald J. Pestritto: Books	 Rowman & Littlefield Publishers (January 17, 2005)
0807834858	The Roots of Modern Conservatism: Dewey, Taft, and the Battle for the Soul of the Republican Party: Michael Bowen: 9780807834855: Amazon.com: Books	 The University of North Carolina Press (September 8, 2011)
0844738999	Amazon.com: The Neoconservative Imagination: Essays in Honor of Irving Kristol (9780844738994): Christopher Demuth, William Kristol: Books	 Aei Press (January 1, 1995)
006177104X	Catastrophe: Dick Morris, Eileen McGann: Amazon.com: Books	 Harper (June 23, 2009)
143274917X	Amazon.com: Tea Party Revival: The Conscience of a Conservative Reborn:  The Tea Party Revolt Against Unconstrained Spending and Growth of the Federal Government (9781432749170): Dr B Leland Baker: Books	 Outskirts Press (October 29, 2009)
1107011353	The Tea Party: Three Principles: Elizabeth Price Foley: 9781107011359: Amazon.com: Books	 Cambridge University Press; 1 edition (February 6, 2012)
0471758175	Strictly Right: William F. Buckley Jr. and the American Conservative Movement: Linda Bridges, John R. Coyne Jr.: 9780471758174: Amazon.com: Books	 Wiley; 1 edition (April 13, 2007)
1442334061	Courage and Consequence: My Life as a Conservative in the Fight: Karl Rove: Amazon.com: Books	 Simon & Schuster Audio; Abridged edition (March 9, 2010)
0806526912	The Conservative Bookshelf: Essential Works That Impact Today&#39;s Conservative Thinkers: Chilton Williamson Jr.: 9780806526911: Amazon.com: Books	 Citadel (September 27, 2005)
1594032580	Camelot &amp; the Cultural Revolution: How the Assassination of John F. Kennedy Shattered American Liberalism: James Piereson: 9781594032585: Amazon.com: Books	 Encounter Books; 1 edition (September 15, 2009)
0814797989	Conservatism in America since 1930: A Reader: Gregory L. Schneider: 9780814797983: Amazon.com: Books	 New York University Press (June 1, 2003)
1400118352	Amazon.com: The Post-American Presidency: The Obama Administration&#39;s War on America: Pamela Geller, Robert Spencer, Mel Foster: Books	 Tantor Media; Unabridged,Unabridged CD edition (July 27, 2010)
081297445X	Character Is Destiny: Inspiring Stories Every Young Person Should Know and Every Adult Should Remember (Modern Library Classics): John McCain, Mark Salter: 9780812974454: Amazon.com: Books	 Random House Trade Paperbacks; Reprint edition (August 7, 2007)
0785262199	Amazon.com: Uncle Sam&#39;s Plantation: How Big Government Enslaves America&#39;s Poor and What We Can Do About It (0020049024416): Star Parker: Books	 Thomas Nelson (November 20, 2003)
0767905288	The O&#39;Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life: Bill O&#39;Reilly: 9780767905282: Amazon.com: Books	 Broadway; 1 edition (September 12, 2000)
0393059634	The Politics of Heaven: America in Fearful Times: Earl Shorris: Amazon.com: Books	 W. W. Norton & Company (August 17, 2007)
1596981512	Amazon.com: Don&#39;t Let the Kids Drink the Kool-Aid: Confronting the Left&#39;s Assault on Our Families, Faith, and Freedom: Marybeth Hicks: Books	 Regnery Publishing (August 23, 2011)
1595230971	The Secret Knowledge: On the Dismantling of American Culture: David Mamet: 9781595230973: Amazon.com: Books	 Sentinel Trade; Reprint edition (August 28, 2012)
1400053579	The Age of Reagan: The Conservative Counterrevolution: 1980-1989: Steven F. Hayward: Amazon.com: Books	 Crown Forum (August 25, 2009)
0465019439	Libertarianism, from A to Z: Jeffrey A. Miron: Amazon.com: Books	 Basic Books (May 4, 2010)
0465019382	Amazon.com: The Battle: How the Fight between Free Enterprise and Big Government Will Shape America&#39;s Future: Arthur C. Brooks: Books	 Basic Books (May 25, 2010)
1469203367	The Death of Liberalism: R. Emmett Tyrrell Jr., Jim Bond: 9781469203362: Amazon.com: Books	 Brilliance Audio on MP3-CD; MP3 Una edition (May 8, 2012)
0812925866	Amazon.com: Contract with America (9780812925869): Republican National Committee: Books	 Three Rivers Press; 1st edition (December 26, 1994)
1416592385	The End of Prosperity: How Higher Taxes Will Doom the Economy--If We Let It Happen: Arthur B. Laffer, Stephen Moore, Peter Tanous: Amazon.com: Books	 Threshold Editions (October 14, 2008)
0700618678	Truman&#39;s Triumphs: The 1948 Election and the Making of Postwar America (American Presidential Elections): Andrew E. Busch: 9780700618675: Amazon.com: Books	 Univ Pr of Kansas (October 23, 2012)
0425231372	Amazon.com: National Suicide: How Washington Is Destroying the American Dream from A to Z: Martin L. Gross: Books	 Berkley Trade (September 1, 2009)
1441142096	Murray Rothbard (Major Conservative &amp; Libertarian Thinkers): Gerard Casey, John Meadowcroft: 9781441142092: Amazon.com: Books	 Continuum; 1 edition (May 6, 2010)
1480010421	KinderGarden Of Eden: How the Modern Liberal Thinks (Volume 1): Evan Sayet: 9781480010420: Amazon.com: Books	 CreateSpace Independent Publishing Platform (October 23, 2012)
1595230998	Mugged: Racial Demagoguery from the Seventies to Obama: Ann Coulter: 9781595230997: Amazon.com: Books	 Sentinel HC (September 25, 2012)
0870127489	Don&#39;t Buy Another Vote, I Won&#39;t Pay for a Landslide: The Sordid And Continuing History of Political Corruption in West Virginia: Allen H. Loughry, John McCain, Robert C. Byrd: 9780870127489: Amazon.com: Books	 McClain Printing Company (June 18, 2006)
0895261227	At Any Cost: How Al Gore Tried to Steal the Election: Bill Sammon: 9780895261229: Amazon.com: Books	 Regnery Publishing (September 1, 2002)
1595230610	The Persecution of Sarah Palin: How the Elite Media Tried to Bring Down a Rising Star: Matthew Continetti: 9781595230614: Amazon.com: Books	 Sentinel HC; First Printing edition (November 12, 2009)
0062135112	Bumper Sticker Liberalism: Peeling Back the Idiocies of the Political Left: Mark Goldblatt: 9780062135117: Amazon.com: Books	 Broadside Books; Original edition (July 10, 2012)
0062010964	America by Heart : Reflections on Family, Faith, and Flag: Sarah Palin: Amazon.com: Books	 Harper (November 23, 2010)
1607465280	Sexy Brilliance...and Other Political Lies!: Kevin Jackson: 9781607465287: Amazon.com: Books	 Wavecrest; 1st - AUTOGRAPHED BY AUTHOR edition (October 5, 2011)
0007229704	What&#39;s Left?: How the Left Lost its Way: Nick Cohen: 9780007229703: Amazon.com: Books	 Harper Perennial (October 1, 2007)
0773732829	The Trouble with Democracy: A Citizen Speaks Out: William D. Gairdner: 9780773732827: Amazon.com: Books	 Stoddart; First Edition edition (March 2001)
1416562826	Why You&#39;re Wrong About the Right: Behind the Myths: The Surprising Truth About Conservatives: S. E. Cupp, Brett Joshpe: 9781416562825: Amazon.com: Books	 Threshold Editions (May 20, 2008)
1560002085	Covenant and Commonwealth: From Christian Separation Through the Protestant Reformation (Covenant Tradition in Politics/Daniel J. Elazar, Vol 2): Daniel J. Elazar: 9781560002086: Amazon.com: Books	 Transaction Publishers (January 1, 1995)
0742520536	Ronald Reagan and the Politics of Freedom: Andrew E. Busch: 9780742520530: Amazon.com: Books	 Rowman & Littlefield Publishers (September 28, 2001)
0742552527	Why We Whisper: Restoring Our Right to Say It&#39;s Wrong: Jim DeMint, J. David Woodard: 9780742552524: Amazon.com: Books	 Rowman & Littlefield Publishers (December 6, 2007)
1476730156	Glenn Beck&#39;s The American Crisis: An Urgent Message About the Coming Times That Will Try Men&#39;s Souls: Glenn Beck: 9781476730158: Amazon.com: Books	 Threshold Editions; Original edition (June 1, 2014)
1566637600	The Immigration Solution: A Better Plan Than Today&#39;s: Heather Mac Donald, Victor Davis Hanson, Steven Malanga, Myron Magnet: 9781566637602: Amazon.com: Books	 Ivan R. Dee (November 2, 2007)
159523005X	Bringing the Jobs Home: How the Left Created the Outsourcing Crisis--and How We CanFix It: Todd G. Buchholz: 9781595230058: Amazon.com: Books	 Sentinel HC (September 2, 2004)
0061435619	Crazies to the Left of Me Wimps to the Right Unabridg CD: Bernard Goldberg: Amazon.com: Books	 HarperAudio; Unabridged edition (April 17, 2007)
076156375X	Why the Left Hates America: Exposing the Lies That Have Obscured Our Nation&#39;s Greatness: Dan Flynn: 9780761563754: Amazon.com: Books	 Prima Lifestyles (October 22, 2002)
1439198454	The Obama Diaries: Laura Ingraham: 9781439198452: Amazon.com: Books	 Threshold Editions; Reprint edition (June 7, 2011)
0062026402	America by Heart LP: Reflections on Family, Faith, and Flag: Sarah Palin: Amazon.com: Books	 HarperLuxe; Lrg Dlx edition (November 23, 2010)
1594035784	The Case for Polarized Politics: Why America Needs Social Conservatism: Jeffrey Bell: 9781594035784: Amazon.com: Books	 Encounter Books (March 6, 2012)
0465002420	Amazon.com: Cancel Your Own Goddam Subscription: Notes and Asides from National ReviewPM: William Buckley: Books	 Basic Books (October 22, 2007)
1596986190	That&#39;s No Angry Mob, That&#39;s My Mom: Team Obama&#39;s Assault on Tea-Party, Talk-Radio Americans: Michael Graham: Amazon.com: Books	 Regnery Publishing (March 23, 2010)
1931722846	We&#39;ve Got it Made in America: A Common Man&#39;s Salute to an Uncommon Country: John Ratzenberger, Joel Engel: 9781931722841: Amazon.com: Books	 Center Street; 1 edition (October 11, 2006)
0312609809	No Apology: The Case for American Greatness: Mitt Romney: Amazon.com: Books	 St. Martin's Press; First Edition edition (March 2, 2010)
1596985585	Black Belt Patriotism: How to Reawaken America: Chuck Norris: 9781596985582: Amazon.com: Books	 Regnery Publishing; First edition. edition (September 8, 2008)
0446561940	Amazon.com: On the Brink: Inside the Race to Stop the Collapse of the Global Financial System: Henry M. Paulson, Barney Frank: Books	 Business Plus; Reprint edition (February 15, 2011)
0739314009	How to Talk to a Liberal (If You Must): The World According to Ann Coulter: Ann Coulter: 9780739314005: Amazon.com: Books	 Random House Audio; Unabridged edition (October 5, 2004)
1598130129	Amazon.com: Neither Liberty nor Safety: Fear, Ideology, and the Growth of Government (Independent Studies in Political Economy) (9781598130126): Robert Higgs: Books	 Independent Institute (April 1, 2007)
0062069241	Red Army: The Radical Network That Must Be Defeated to Save America: Aaron Klein, Brenda J. Elliott: Amazon.com: Books	 Broadside Books (October 25, 2011)
1400117615	Nullification: How to Resist Federal Tyranny in the 21st Century: Thomas E. Woods, Alan Sklar: Amazon.com: Books	 Tantor Media; Unabridged,Unabridged CD edition (June 30, 2010)
1596981415	Rollback: Repealing Big Government Before the Coming Fiscal Collapse: Thomas E. Woods Jr.: Amazon.com: Books	 Regnery Publishing (February 7, 2011)
0230102719	The Next American Civil War: The Populist Revolt against the Liberal Elite: Lee Harris: 9780230102712: Amazon.com: Books	 Palgrave Macmillan (May 11, 2010)
0268027684	Protestantism And The American Founding (Loyola Topics in Political Philosophy): Thomas S. Engeman, Michael P. Zuckert: 9780268027681: Amazon.com: Books	 Univ of Notre Dame Pr (September 2004)
030016808X	Montesquieu and the Logic of Liberty: War, Religion, Commerce, Climate, Terrain, Technology, Uneasiness of Mind, the Spirit of Political Vigilance, and the Foundations of the Modern Republic: Paul Anthony Rahe: 9780300168082: Amazon.com: Books	 Yale University Press (August 31, 2010)
1416528563	Why I Turned Right: Leading Baby Boom Conservatives Chronicle Their Political Journeys: Mary Eberstadt: Amazon.com: Books	 Threshold Editions; Reprint edition (September 30, 2008)
0974537616	A National Party No More: The Conscience of a Conservative Democrat: Zell Miller: Amazon.com: Books	 Stroud & Hall Publishers (October 2003)
1611760844	Core of Conviction: My Story: Susan Ericksen, Michele Bachmann: 9781611760842: Amazon.com: Books	 Penguin Audio (November 23, 2011)
1596986425	365 Ways to Drive a Liberal Crazy: James Delingpole: Amazon.com: Books	 Regnery Publishing (January 4, 2011)
1455134775	The Amateur: Barack Obama in the White House: Edward Klein, John McLain: 9781455134779: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged MP3CD edition (May 15, 2012)
0060726210	The New American Revolution: How You Can Fight the Tyranny of the Left&#39;s Cultural and Moral Decay: Tammy Bruce: Amazon.com: Books	 William Morrow Paperbacks (November 21, 2006)
9563100212	Conscience of a Conservative: Barry Goldwater: 9789563100211: Amazon.com: Books	 BN Publishing (November 13, 2007)
1595230297	Amazon.com: Women Who Make the World Worse: and How Their Radical Feminist Assault Is Ruining Our Schools, Families, Military, and Sports (9781595230294): Kate O&#39;Beirne: Books	 Sentinel Trade (October 31, 2006)
0895260425	Winning The Future: A 21st Century Contract with America: Newt Gingrich: 9780895260420: Amazon.com: Books	 Regnery Publishing, Inc. (January 10, 2005)
0062015540	Against All Odds: My Life of Hardship, Fast Breaks, and Second Chances: Scott Brown: Amazon.com: Books	 Harper; 1 edition (February 21, 2011)
1455163457	The Great Destroyer: Barack Obama&#39;s War on the Republic: David Limbaugh, Mike Chamberlain: 9781455163458: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged MP3CD edition (June 4, 2012)
1416531033	What&#39;s the Matter with California?: Cultural Rumbles from the Golden State and Why the Rest of Us Should Be Shaking: Jack Cashill: 9781416531036: Amazon.com: Books	 Threshold Editions (August 12, 2008)
0375431268	The No Spin Zone: Confrontations with the Powerful and Famous in America (Random House Large Print): Bill O&#39;Reilly: 9780375431265: Amazon.com: Books	 Random House Large Print (October 16, 2001)
1595550437	Amazon.com: Liberalism Is a Mental Disorder: Savage Solutions (9781595550439): Michael Savage: Books	 Thomas Nelson (March 7, 2006)
0743201310	Amazon.com: Compassionate Conservatism: What It Is, What It Does, and How It Can Transform America (9780743201315): Marvin Olasky: Books	 Free Press; 1st edition (January 15, 2000)
0312644558	The New Reagan Revolution: How Ronald Reagan&#39;s Principles Can Restore America&#39;s Greatness: Michael Reagan, Jim Denney, Newt Gingrich: Amazon.com: Books	 St. Martin's Griffin; Reprint edition (January 31, 2012)
1596987782	Amazon.com: Obama&#39;s America: Unmaking the American Dream (9781596987784): Dinesh D&#39;Souza: Books	 Regnery Publishing; First Edition edition (August 13, 2012)
081794611X	Free Markets Under Siege: Cartels, Politics, and Social Welfare (HOOVER CLASSICS): Richard A. Epstein: 9780817946111: Amazon.com: Books	 Hoover Institution Press; Reissue, Hoover Classics edition (January 18, 2008)
0307881563	A Simple Government: Twelve Things We Really Need From Washington (and a Trillion That We Don&#39;t!): Mike Huckabee: 9780307881564: Amazon.com: Books	 Penguin Audio (March 3, 2011)
0061873802	Death by Liberalism: The Fatal Outcome of Well-Meaning Liberal Policies: J. R. Dunn: Amazon.com: Books	 Broadside Books (January 18, 2011)
1596980524	Power to the People: Signed Edition: Laura Ingraham: 9781596980525: Amazon.com: Books	 Regnery Publishing (September 11, 2007)
0895264544	Unlimited Access: An FBI Agent Inside the Clinton White House: Gary Aldrich: 9780895264541: Amazon.com: Books	 Regnery Publishing; 1stEdition edition (June 1, 1996)
0375751351	Nixon Off the Record: His Candid Commentary on People and Politics: Monica Crowley: 9780375751356: Amazon.com: Books	 Random House (June 1, 1998)
0767900391	What It Means to Be a Libertarian: Charles Murray: 9780767900393: Amazon.com: Books	 Broadway; Reprint edition (December 29, 1997)
1439190623	Turning the Tide: Real Hope, Real Change: Charles F. Stanley: 9781439190623: Amazon.com: Books	 Howard Books (June 28, 2011)
038551350X	Makers and Takers: Why conservatives work harder, feel happier, have closer families, take fewer drugs, give more generously, value honesty more, are less materialistic and: Peter Schweizer: 9780385513500: Amazon.com: Books	 Doubleday (June 3, 2008)
1596987731	Time to Get Tough: Making America #1 Again: Donald J. Trump: Amazon.com: Books	 Regnery Publishing (December 5, 2011)
0739343106	Godless: The Church of Liberalism: Ann Coulter: 9780739343104: Amazon.com: Books	 Random House Audio; Abridged edition (July 10, 2007)
193519173X	William F. Buckley Jr.: The Maker of a Movement: Lee Edwards: 9781935191735: Amazon.com: Books	 Intercollegiate Studies Institute; 1st Edition edition (April 12, 2010)
0060198494	Passion for Truth: From Finding JFK&#39;s Single Bullet to Questioning Anita Hill to Impeaching Clinton: Arlen Specter, Charles Robbins: Amazon.com: Books	None
1614271259	The Conscience of a Conservative: Barry Goldwater: 9781614271253: Amazon.com: Books	 Martino Fine Books (July 13, 2011)
