isbn	title	publisher
093278304X	The New Jacobinism: America as Revolutionary State: Claes G. Ryn: 9780932783042: Amazon.com: Books	 National Humanities Institute; 2nd Edition edition (April 30, 2011)
0307336921	Getting America Right: The True Conservative Values Our Nation Needs Today: Edwin J. Feulner, Doug Wilson: 9780307336927: Amazon.com: Books	 Three Rivers Press (April 24, 2007)
1595230254	Unprotected: A Campus Psychiatrist Reveals How Political Correctness in Her Profession Endangers Every Student: Anonymous: 9781595230256: Amazon.com: Books	 Sentinel HC; 1 edition (November 16, 2006)
144178019X	Gangster Government: Barack Obama and the New Washington Thugocracy: David Freddoso, Michael Chamberlain: 9781441780195: Amazon.com: Books	 Blackstone Audio, Inc.; MP3CD Unabridged edition (April 4, 2011)
1596983205	The Politically Incorrect Guide to Real American Heroes (Politically Incorrect Guides): Brion McClanahan: 9781596983205: Amazon.com: Books	 Regnery Publishing (November 13, 2012)
1586487000	What Happened: Inside the Bush White House and Washington&#39;s Culture of Deception: Scott McClellan: Amazon.com: Books	 PublicAffairs; Reprint edition (May 11, 2009)
1469904411	Mobocracy: Jake Jacobs: 9781469904412: Amazon.com: Books	 CreateSpace Independent Publishing Platform (February 1, 2012)
1595230432	Co-ed Combat: The New Evidence That Women Shouldn&#39;t Fight the Nation&#39;s Wars: Kingsley Browne: 9781595230430: Amazon.com: Books	 Sentinel HC; 1St Edition edition (November 8, 2007)
1594033757	The World Turned Upside Down: The Global Battle over God, Truth, and Power: Melanie Phillips: 9781594033759: Amazon.com: Books	 Encounter Books (April 20, 2010)
0521130425	Faith in Politics: Religion and Liberal Democracy: Bryan T. McGraw: 9780521130424: Amazon.com: Books	 Cambridge University Press (July 12, 2010)
1587315653	Narcissist Nation: Reflections of a Blue-State Conservative: George J. Marlin: 9781587315657: Amazon.com: Books	 St. Augustines Press (August 30, 2011)
1439173249	Ameritopia: The Unmaking of America: Mark R. Levin: 9781439173244: Amazon.com: Books	 Threshold Editions; 1st edition (January 17, 2012)
1477622586	Amazon.com: Money for Nothing (9781477622582): M.D., Senator Tom Coburn: Books	 CreateSpace Independent Publishing Platform (June 9, 2012)
0061349518	Heroic Conservatism: Why Republicans Need to Embrace America&#39;s Ideals (And Why They Deserve to Fail If They Don&#39;t): Michael J. Gerson: Amazon.com: Books	 HarperOne; Reprint edition (September 9, 2008)
0253001935	Amazon.com: Richard G. Lugar, Statesman of the Senate: Crafting Foreign Policy from Capitol Hill (9780253001931): John T. Shaw: Books	 Indiana University Press (March 16, 2012)
1402265735	How to Win a Fight With a Liberal: Daniel Kurtzman: 9781402265730: Amazon.com: Books	 Sourcebooks; Rev Upd edition (June 1, 2012)
159555064X	Buck Wild: How Republicans Broke the Bank and Became the Party of Big Government: Stephen A. Slivinski: 9781595550644: Amazon.com: Books	 Thomas Nelson (August 15, 2006)
1935071327	Amazon.com: Catching Our Flag: Behind the Scenes of a Presidential Impeachment (9781935071327): James E. Rogan: Books	 WND Books (May 3, 2011)
0684848201	The WOVEN FIGURE : CONSERVATISM AND AMERICA&#39;S FABRIC: George F. Will: 9780684848204: Amazon.com: Books	 Free Press; 1st Touchstone Ed edition (October 20, 1998)
0785266437	On My Honor The Beliefs That Shape My Life: John Ashcroft: 9780785266433: Amazon.com: Books	 Thomas Nelson; First Edition edition (May 8, 2001)
0061774405	Catastrophe CD: Dick Morris, Eileen McGann, Peter Ganim: Amazon.com: Books	 HarperAudio; Abridged edition (June 30, 2009)
068484768X	Libertarianism: A Primer: David Boaz: 9780684847689: Amazon.com: Books	 Free Press (February 4, 1998)
143367288X	The Man in the Middle: An Inside Account of Faith and Politics in the George W. Bush Era: Timothy S. Goeglein, Karl Rove: Amazon.com: Books	 B&H Books (September 15, 2011)
1596915803	Amazon.com: Buckley: William F. Buckley Jr. and the Rise of American Conservatism (9781596915800): Carl T. Bogus: Books	 Bloomsbury Press (October 25, 2011)
1439176442	Losing Our Religion: Why the Liberal Media Want to Tell You What to Think, Where to Pray, and How to Live: S. E. Cupp: Amazon.com: Books	 Threshold Editions; Reprint edition (April 12, 2011)
006207296X	I Am the Change: Barack Obama and the Crisis of Liberalism: Charles R. Kesler: 9780062072962: Amazon.com: Books	 Broadside Books (September 11, 2012)
0684852314	Spin Cycle: Inside the Clinton Propaganda Machine: Howard Kurtz: 9780684852317: Amazon.com: Books	 Free Press; First Edition edition (March 18, 1998)
1402798326	Amazon.com: The Constitution Made Easy: A Tea Partier&#39;s Guide (9781402798320): Michael Holler, Edwin Meese III: Books	 Sterling (March 6, 2012)
0805449574	Saving Freedom: We Can Stop America&#39;s Slide into Socialism: Jim DeMint: Amazon.com: Books	 Fidelis (July 4, 2009)
1595554882	The Death of Liberalism: R. Emmett Tyrrell Jr.: 9781595554888: Amazon.com: Books	 Thomas Nelson (May 8, 2012)
1589269373	Liberalism is a Mental Disorder: Savage Solutions: Michael Savage, Mark Warner: 9781589269378: Amazon.com: Books	 Oasis Audio; Abridged edition (April 15, 2005)
1596986492	The Politically Incorrect Guide to Socialism (Politically Incorrect Guides): Kevin D Williamson: 9781596986497: Amazon.com: Books	 Regnery Publishing (January 10, 2011)
1596985976	Amazon.com: Control Freaks: 7 Ways Liberals Plan to Ruin Your Life: Terry Jeffrey: Books	 Regnery Publishing (July 27, 2010)
1596981180	Amazon.com: The War On Success: How the Obama Agenda Is Shattering the American Dream: Tommy Newberry: Books	 Regnery Publishing (January 11, 2010)
0762435569	He Talk Like a White Boy: Reflections of a Conservative Black Man on Faith, Family, Politics, and Authenticity: Joseph C. Phillips: Amazon.com: Books	 Running Press; Reprint edition (January 6, 2009)
0977808580	Endangered Speeches - How the ACLU, IRS &amp; LBJ Threaten Extinction of Free Speech: William J Federer: 9780977808588: Amazon.com: Books	 Amerisearch, Inc. (October 4, 2008)
0895260492	Legacy: Paying The Price For The Clinton Years: Richard Lowry: 9780895260499: Amazon.com: Books	 Regnery Publishing (June 1, 2004)
1595230548	Amazon.com: Do the Right Thing: Inside the Movement That&#39;s Bringing Common Sense Back to America (9781595230546): Mike Huckabee: Books	 Sentinel; 1st edition (November 18, 2008)
1439173168	Amazon.com: Losing Our Religion: The Liberal Media&#39;s Attack on Christianity: S. E. Cupp: Books	 Threshold Editions; 1 edition (April 27, 2010)
1595620621	God Is Alive and Well: The Future of Religion in America: Frank Newport: 9781595620620: Amazon.com: Books	 Gallup Press (December 4, 2012)
0061547778	Amazon.com: Fleeced: How Barack Obama, Media Mockery of Terrorist Threats, Liberals Who Want to Kill Talk Radio, the Self-Serving Congress, Companies That Help ... Are Scamming Us...and What to Do About It: Dick Morris, Eileen McGann: Books	 Harper Perennial; Reprint edition (June 30, 2009)
0062076019	Why ObamaCare is Wrong for America: How the New Health Care Law Drives Up Costs, Puts Government in Charge of Your Decisions, and Threatens Your Constitutional Rights: Grace-Marie Turner, James C. Capretta, Thomas P. Miller, Robert E. Moffit: 9780062076014: Amazon.com: Books	 Broadside Books (March 22, 2011)
0061133965	Leave Us Alone: Getting the Government&#39;s Hands Off Our Money, Our Guns, Our Lives: Grover Norquist: Amazon.com: Books	 William Morrow Paperbacks; Reprint edition (March 17, 2009)
1595553568	The Quotable Rogue: The Ideals of Sarah Palin in Her Own Words: Matt Lewis: Amazon.com: Books	 Thomas Nelson (June 28, 2011)
0465008232	Who Really Cares: The Surprising Truth About Compassionate Conservatism: Arthur C. Brooks, James Q. Wilson: 9780465008230: Amazon.com: Books	 Basic Books (December 4, 2007)
1400096855	The Theocons: Secular America Under Siege: Damon Linker: 9781400096855: Amazon.com: Books	 Anchor (September 4, 2007)
1596981520	The Terrorist Next Door: How the Government is Deceiving You About the Islamist Threat: Erick Stakelbeck: Amazon.com: Books	 Regnery Publishing (May 2, 2011)
1595550135	The Enemy Within: Saving America from the Liberal Assault on Our Churches, Schools, and Military: Michael Savage: Amazon.com: Books	 Thomas Nelson (March 8, 2005)
0060732075	Persecution: How Liberals Are Waging War Against Christianity: David Limbaugh: Amazon.com: Books	 Harper Perennial (September 7, 2004)
1477627839	Amazon.com: Wastebook 2011: A Guide to Some of the Most Wasteful and Low Priority Government Spending of 2011 (9781477627839): Senator Tom Coburn: Books	 CreateSpace Independent Publishing Platform (June 9, 2012)
046501805X	Flying High: Remembering Barry Goldwater: William F. Buckley Jr.: Amazon.com: Books	 Basic Books; First Trade Paper Edition edition (March 9, 2010)
0982379358	Amazon.com: No Thank You, Mr. President: How Real Businesses From Elkhart County, Indiana Stood Up to Fight and Thrive on Their Own in Spite of the Economic Turmoil (9780982379356): John S. Cohoat, Dan S. Kennedy, Lou Holtz: Books	 Glazer Kennedy Pub (September 7, 2010)
1594031886	Camelot and the Cultural Revolution: How the Assassination of John F. Kennedy Shattered American Liberalism: James Piereson: 9781594031885: Amazon.com: Books	 Encounter Books; First Edition edition (May 21, 2007)
0895260190	South Park Conservatives: The Revolt Against Liberal Media Bias: Brian C. Anderson: 9780895260192: Amazon.com: Books	 Regnery Publishing (March 1, 2005)
0198780710	We Now Know: Rethinking Cold War History (A Council on Foreign Relations Book): John Lewis Gaddis: 9780198780717: Amazon.com: Books	 Oxford University Press, USA; Reprint edition (July 9, 1998)
1596985674	Amazon.com: The Politically Incorrect Guide to the Vietnam War (The Politically Incorrect Guides) (9781596985674): Phillip Jennings: Books	 Regnery Publishing (February 23, 2010)
0979646227	On My Honor: Why the American Values of the Boy Scouts Are Worth Fighting for: Rick Perry, Ross Perot: 9780979646225: Amazon.com: Books	 Stroud & Hall Pub; First Edition edition (February 12, 2008)
1250002761	Amazon.com: Left Turn: How Liberal Media Bias Distorts the American Mind (9781250002761): Tim Groseclose: Books	 St. Martin's Griffin (February 28, 2012)
1595230769	The Secret Knowledge: On the Dismantling of American Culture: David Mamet: 9781595230768: Amazon.com: Books	 Sentinel HC; First Edition edition (June 2, 2011)
0060932406	Amazon.com: What Color Is a Conservative? : My Life and My Politics: J. C. Watts, Chriss Winston: Books	 Harper Perennial (November 11, 2003)
0060188774	The Conservative Soul: How We Lost It, How to Get It Back: Andrew Sullivan: 9780060188771: Amazon.com: Books	 Harper (October 10, 2006)
1594518319	Amazon.com: Neoconservatism: An Obituary for an Idea (9781594518317): C. Bradley Thompson, Yaron Brook: Books	 Paradigm Publishers; Text is Free of Markings edition (May 12, 2010)
1594032378	Indoctrination U: The Lefts War Against Academic Freedom: David Horowitz: Amazon.com: Books	 Encounter Books (March 23, 2009)
1455163449	The Great Destroyer: Barack Obama&#39;s War on the Republic: David Limbaugh, Mike Chamberlain: 9781455163441: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged edition (June 4, 2012)
0786157941	A Mormon in the White House? Ten Things Every Conservative Should Know about Mitt Romney: Hugh Hewitt: 9780786157945: Amazon.com: Books	 Blackstone Audio Inc.; Unabridged edition (June 1, 2007)
1594036322	The New Leviathan: The State Versus the Individual in the 21st Century: Roger Kimball: 9781594036323: Amazon.com: Books	 Encounter Books (August 21, 2012)
0312668252	Amazon.com: The Politician: An Insider&#39;s Account of John Edwards&#39;s Pursuit of the Presidency and the Scandal That Brought Him Down: Andrew Young: Books	 St. Martin's Griffin; Reprint edition (August 31, 2010)
1933995076	The Best-Laid Plans: How Government Planning Harms Your Quality of Life, Your Pocketbook, and Your Future: Randal O&#39;Toole: 9781933995076: Amazon.com: Books	 Cato Institute (August 20, 2007)
0375505423	Worth the Fighting For: A Memoir: John S. McCain, Mark Salter: 9780375505423: Amazon.com: Books	 Random House; First Edition edition (September 24, 2002)
0061950734	Amazon.com: Pinheads and Patriots: Where You Stand in the Age of Obama: Bill O&#39;Reilly: Books	 William Morrow Paperbacks; Reprint edition (September 6, 2011)
0061771058	Amazon.com: Catastrophe: Dick Morris, Eileen McGann: Books	 Harper Perennial; Reprint edition (June 22, 2010)
1596980176	Bankrupt: The Intellectual and Moral Bankruptcy of Today&#39;s Democratic Party: David Limbaugh: 9781596980174: Amazon.com: Books	 Regnery Publishing; First Edition edition (September 5, 2006)
0446580406	Hard Call: Great Decisions and the Extraordinary People Who Made Them: John McCain, Mark Salter: 9780446580403: Amazon.com: Books	 Twelve; 1 edition (August 14, 2007)
1596985550	Ted, White, and Blue: The Nugent Manifesto: Ted Nugent: 9781596985551: Amazon.com: Books	 Regnery Publishing (October 7, 2008)
0743598547	America&#39;s March to Socialism: Why we&#39;re one step closer to giant missile parades: Glenn Beck: 9780743598545: Amazon.com: Books	 Simon & Schuster Audio (May 12, 2009)
0805094377	Amazon.com: Tea Party Patriots: The Second American Revolution (9780805094374): Mark Meckler, Jenny Beth Martin: Books	 Henry Holt and Co. (February 14, 2012)
0312285485	The Death of the West: How Dying Populations and Immigrant Invasions Imperil Our Country and Civilization: Patrick J. Buchanan: 9780312285487: Amazon.com: Books	 Thomas Dunne Books; 1st edition (December 12, 2001)
0875524486	God and Politics: Four Views on the Reformation of Civil Government : Theonomy, Principled Pluralism, Christian America, National Confessionalism: Gary Scott Smith - Volume Editor, Gary Scott Smith: 9780875524481: Amazon.com: Books	 P & R Publishing; 1St Edition edition (February 1, 2010)
1589790421	Deliver Us from Evil: A Novel: Peter T. King: 9781589790421: Amazon.com: Books	 Taylor Trade Publishing (August 18, 2003)
125000411X	Amazon.com: Suicide of a Superpower: Will America Survive to 2025? (9781250004116): Patrick J. Buchanan: Books	 St. Martin's Griffin; Reprint edition (June 5, 2012)
159403480X	I Can&#39;t Believe I&#39;m Sitting Next to a Republican: A Survival Guide for Conservatives Marooned Among the Angry, Smug, and Terminally Self-Righteous: Harry Stein: 9781594034800: Amazon.com: Books	 Encounter Books; Reprint edition (December 21, 2010)
1596982888	Amazon.com: The Freedom Agenda: Why a Balanced Budget Amendment is Necessary to Restore Constitutional Government (9781596982888): Mike Lee: Books	 Regnery Publishing (July 18, 2011)
030723715X	Greatness: Reagan, Churchill, and the Making of Extraordinary Leaders: Steven F. Hayward: 9780307237156: Amazon.com: Books	 Crown Forum; 1ST edition (October 4, 2005)
0312320175	Showdown: Confronting Bias, Lies and the Special Interests That Divide America: Larry Elder: 9780312320171: Amazon.com: Books	 St. Martin's Griffin (September 20, 2003)
1595552669	Lies the Government Told You: Myth, Power, and Deception in American History: Andrew P. Napolitano: 9781595552662: Amazon.com: Books	 Thomas Nelson; 5th Print edition (March 2, 2010)
1596987774	The Great Destroyer: Barack Obama&#39;s War on the Republic: David Limbaugh: 9781596987777: Amazon.com: Books	 Regnery Publishing (June 4, 2012)
0553714430	The No Spin Zone: Confrontations with the Powerful and Famous in America: Bill O&#39;Reilly: 9780553714432: Amazon.com: Books	 Random House Audio; Unabridged edition (October 16, 2001)
0974670162	Target: Caught in the Crosshairs of Bill and Hillary Clinton: Kathleen Willey: 9780974670164: Amazon.com: Books	 WND Books, an imprint of World Ahead Media; 1ST edition (November 6, 2007)
0195085515	Amazon.com: The United States and the End of the Cold War: Implications, Reconsiderations, Provocations (9780195085518): John Lewis Gaddis: Books	 Oxford University Press, USA (April 28, 1994)
094349799X	God and Government: Ga Demar: 9780943497990: Amazon.com: Books	 Wolgemuth & Hyatt Pub (January 1990)
0307453693	Amazon.com: The Age of Reagan: The Fall of the Old Liberal Order: 1964-1980 (9780307453693): Steven F. Hayward: Books	 Three Rivers Press; Reprint edition (June 9, 2009)
1416560440	An Inconvenient Book: Real Solutions to the World&#39;s Biggest Problems: Glenn Beck: 9781416560449: Amazon.com: Books	 Threshold Editions (May 12, 2009)
1400142040	A Slobbering Love Affair: The True (and Pathetic) Story of the Torrid Romance Between Barack Obama and the Mainstream Media: Bernard Goldberg, Alan Sklar: Amazon.com: Books	 Tantor Media; Unabridged Library Ed. CD edition (February 1, 2009)
0739366157	Amazon.com: If Democrats Had Any Brains, They&#39;d Be Republicans (9780739366158): Ann Coulter: Books	 Random House Audio; Abridged edition (October 2, 2007)
1933995009	Leviathan on the Right: How Big-Government Conservativism Brought Down the Republican Revolution: Michael D. Tanner: 9781933995007: Amazon.com: Books	 Cato Institute; First Edition edition (February 16, 2007)
1566252857	Conservatives Betrayed: How George W. Bush and Other Big Government Republicans Hijacked the Conservative Cause: Vichard A. Vigueri, David Franke: 9781566252850: Amazon.com: Books	 Taylor Trade Publishing; First Edition edition (August 9, 2006)
031264065X	The Politician: An Insider&#39;s Account of John Edwards&#39;s Pursuit of the Presidency and the Scandal That Brought Him Down: Andrew Young: Amazon.com: Books	 Thomas Dunne Books (January 30, 2010)
158980340X	Why Not Freedom!: America&#39;s Revolt Against Big Government: James Kennedy, Walter Kennedy: 9781589803404: Amazon.com: Books	 Pelican Publishing (November 30, 2005)
0393067955	The Religious Test: Why We Must Question the Beliefs of Our Leaders: Damon Linker: 9780393067958: Amazon.com: Books	 W. W. Norton & Company (September 27, 2010)
1594031177	A Gift of Freedom: How the John M. Olin Foundation Changed America: John Jos. Miller: 9781594031175: Amazon.com: Books	 Encounter Books (November 1, 2005)
1935191004	Amazon.com: The CONSERVATIVE FOUNDATIONS OF THE LIBERAL ORDER: Defending Democracy against Its Modern Enemies and Immoderate Friends (ISI&#39;s Religion and Contemporary Culture) (9781935191001): Daniel J. Mahoney: Books	 Intercollegiate Studies Institute; 1 edition (January 15, 2011)
0395822947	The World Turned Right Side Up: A History of the Conservative Ascendancy in America: Godfrey Hodgson: 9780395822944: Amazon.com: Books	 Houghton Mifflin (October 29, 1996)
0785275886	Making Waves: Bold Exposes from Talk Radio&#39;s Number One Nighttime Host: Michael Reagan: 9780785275886: Amazon.com: Books	 Thomas Nelson Publishers; First Edition edition (August 1996)
1595550445	The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party: David Horowitz, Richard Poe: 9781595550446: Amazon.com: Books	 Thomas Nelson; annotated edition edition (August 2006)
1427213852	Troublemaker: Let&#39;s Do What It Takes to Make America Great Again: Christine O&#39;Donnell: 9781427213853: Amazon.com: Books	 Macmillan Audio; Abridged edition (August 16, 2011)
1587315610	The Next Conservatism: Mr. Paul M. Weyrich, Mr. William S. Lind: 9781587315619: Amazon.com: Books	 St. Augustines Press; 1 edition (June 6, 2009)
1935191675	We Still Hold These Truths: Rediscovering Our Principles, Reclaiming Our Future: Matthew Spalding: 9781935191674: Amazon.com: Books	 Intercollegiate Studies Institute; 1 edition (October 15, 2009)
0061988448	Amazon.com: 2010: Take Back America: A Battle Plan (9780061988448): Dick Morris, Eileen McGann: Books	 Harper; 1 edition (April 13, 2010)
1455134767	The Amateur: Barack Obama in the White House: Edward Klein, John McLain: 9781455134762: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged edition (May 15, 2012)
1439172072	Amazon.com: Obama Zombies: How the Liberal Machine Brainwashed My Generation (9781439172070): Jason Mattera: Books	 Threshold Editions; 1 edition (March 23, 2010)
0812829697	Up From Liberalism: William F. Buckley Jr., John dos Passos: 9780812829693: Amazon.com: Books	 Stein & Day (January 1, 1984)
1412809916	The Political Principles of Robert A. Taft: Russell Kirk, James McClellan, Jeffrey O. Nelson: 9781412809917: Amazon.com: Books	 Transaction Publishers (January 31, 2010)
1859844898	Populism and the Mirror of Democracy: Francisco Panizza, Benjamin Arditi, Sebastian Barros, Glenn Bowman, David Howarth, Ernesto Laclau, David Laycock, Joseph Lowndes, Chantal Mouffe, Oscar Reyes: 9781859844892: Amazon.com: Books	 Verso; First Printing edition (July 28, 2005)
0814401996	Joe&#39;s Law: America&#39;s Toughest Sheriff Takes on Illegal Immigration, Drugs and Everything Else That Threatens America: Sheriff Joe Arpaio, Len Sherman: Amazon.com: Books	 AMACOM (May 29, 2008)
1451697945	Amazon.com: Planned Bullyhood: The Truth Behind the Headlines about the Planned Parenthood Funding Battle with Susan G. Komen for the Cure (9781451697940): Karen Handel: Books	 Howard Books (September 11, 2012)
1400157293	Fleeced: How Barack Obama, Media Mockery of Terrorist Threats, Liberals Who Want to Kill Talk Radio, the Do-Nothing Congress, Companies That Help ... Are Scamming Us...and What to Do about It: Dick Morris, Eileen McGann, Johnny Heller: 9781400157297: Amazon.com: Books	 Tantor Media; Unabridged,MP3 - Unabridged CD edition (August 11, 2008)
0977887006	The Centennial Senator: True Stories of Strom Thurmond from the People Who Knew Him Best: R. J. Duke Short, Bob Dole: 9780977887002: Amazon.com: Books	 University of South Carolina Press (July 11, 2008)
1609410157	Fed Up!: Our Fight to Save America from Washington: Rick Perry, Ric Reitz, Newt Gingrich: Amazon.com: Books	 Hachette Audio; Unabridged edition (November 30, 2010)
0765808625	Conservatism: Dream and Reality (Library of Conservative Thought): Robert Nisbet: 9780765808622: Amazon.com: Books	 Transaction Publishers (October 17, 2001)
1616634375	Why Am I Conservative?: Melanie Angell Elliott: 9781616634377: Amazon.com: Books	 Tate Publishing (August 17, 2010)
1596983272	After America: Get Ready for Armageddon: Mark Steyn: 9781596983274: Amazon.com: Books	 Regnery Publishing (September 18, 2012)
0691073856	Undermined Establishment: Church-State Relations in America, 1880-1920 (Studies in Church and State): Robert T. Handy: 9780691073859: Amazon.com: Books	 Princeton Univ Pr; 1St Edition edition (November 1991)
1594630151	Live from Middle America: Rants from a Red-State Comedian: Brad Stine: 9781594630156: Amazon.com: Books	 Hudson Street Press (March 23, 2006)
1455164399	The Tyranny of Cliches: How Liberals Cheat in the War of Ideas: Jonah Goldberg: 9781455164394: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged edition (May 1, 2012)
0739369601	Guilty: Liberal &quot;Victims&quot; and Their Assault on America: Ann Coulter: 9780739369609: Amazon.com: Books	 Random House Audio; Abridged edition (January 6, 2009)
0385513496	Do As I Say (Not As I Do): Profiles in Liberal Hypocrisy: Peter Schweizer: 9780385513494: Amazon.com: Books	 Doubleday; First Edition edition (October 25, 2005)
0804768730	Violence as Worship: Religious Wars in the Age of Globalization: Hans Kippenberg, Brian McNeil: 9780804768733: Amazon.com: Books	 Stanford University Press; annotated edition edition (March 7, 2011)
1598130455	Delusions of Power: New Explorations of the State, War, and Economy: Robert Higgs: 9781598130454: Amazon.com: Books	 Independent Institute (May 1, 2012)
1934572500	The High Tide of American Conservatism: Davis, Coolidge, and the 1924 Election: Garland S. Tucker III: 9781934572504: Amazon.com: Books	 Emerald Book Company; 1st Ed. edition (September 1, 2010)
0786449128	The Supreme Court Opinions of Clarence Thomas, 1991-2006: A Conservative&#39;s Perspective: Henry Mark Holzer: 9780786449125: Amazon.com: Books	 McFarland (August 27, 2010)
1451642865	Blacklash: How Obama and the Left Are Driving Americans to the Government Plantation: Deneen Borelli: 9781451642865: Amazon.com: Books	 Threshold Editions (March 6, 2012)
1604732253	Conversations with William F. Buckley Jr.: William F. Meehan III: 9781604732252: Amazon.com: Books	 University Press of Mississippi (May 14, 2009)
1586483501	Radicals for Capitalism: A Freewheeling History of the Modern American Libertarian Movement: Brian Doherty: 9781586483500: Amazon.com: Books	 PublicAffairs; First Edition edition (February 12, 2007)
1467060577	Indoctrination: How &#39;Useful Idiots&#39; Are Using Our Schools to Subvert American Exceptionalism: Kyle Olson: 9781467060578: Amazon.com: Books	 AuthorHouse Publishing (March 1, 2012)
0307456250	Why Are Jews Liberals? (Vintage): Norman Podhoretz: 9780307456250: Amazon.com: Books	 Vintage; Reissue edition (October 5, 2010)
1455119873	Bowing to Beijing: How Barack Obama Is Hastening America&#39;s Decline and Ushering a Century of Chinese Domination (Library Edition): Brett M. Decker, William C. Triplett II, Tom Weiner: 9781455119875: Amazon.com: Books	 Blackstone Audio, Inc.; Unabridged LIBRARY edition (November 15, 2011)
159403608X	Amazon.com: Athwart History: Half a Century of Polemics, Animadversions, and Illuminations: A William F. Buckley Jr. Omnibus (9781594036088): William F. Buckley Jr., Linda Bridges, Roger Kimball: Books	 Encounter Books (July 10, 2012)
0767905296	The O&#39;Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life: Bill O&#39;Reilly: 9780767905299: Amazon.com: Books	 Broadway; First Edition edition (March 12, 2002)
1614347603	THINGS THAT NEED TO BE SAID: Ted Gagne DVM: 9781614347606: Amazon.com: Books	 Booklocker.com, Inc. (January 15, 2012)
1935071823	Negrophilia: From Slave Block to Pedestal - America&#39;s Racial Obsession: Erik Rush: 9781935071822: Amazon.com: Books	 WND Books; 1 edition (June 15, 2010)
1596985984	Amazon.com: What Washington Can Learn From the World of Sports (9781596985988): George Allen: Books	 Regnery Publishing (May 25, 2010)
1451675453	The Rise of Marco Rubio: Manuel Roig-Franzia: 9781451675450: Amazon.com: Books	 Simon & Schuster (June 19, 2012)
0062196014	Hostile Takeover: Resisting Centralized Government&#39;s Stranglehold on America: Matt Kibbe: 9780062196019: Amazon.com: Books	 William Morrow; First Edition edition (June 19, 2012)
0062240595	Amazon.com: Here Come the Black Helicopters!: UN Global Governance and the Loss of Freedom (9780062240590): Dick Morris, Eileen McGann: Books	 Broadside Books (October 9, 2012)
1596987855	The Amateur: Edward Klein: 9781596987852: Amazon.com: Books	 Regnery Publishing (May 15, 2012)
1593977638	Winning the Future: A 21st Century Contract with America: Newt Gingrich, Alan Sklar: 9781593977634: Amazon.com: Books	 Macmillan Audio; Unabridged edition (February 10, 2005)
0307353494	Demonic: How the Liberal Mob Is Endangering America: Ann Coulter: 9780307353498: Amazon.com: Books	 Crown Forum (August 7, 2012)
145168780X	Mitt Romney in His Own Words: Phillip Hines: 9781451687804: Amazon.com: Books	 Threshold Editions; Original edition (May 15, 2012)
193223683X	Amazon.com: It Takes a Family: Conservatism and the Common Good (9781932236835): Rick Santorum: Books	 Intercollegiate Studies Institute; 2nd edition (April 30, 2006)
0307409597	We Are Doomed: Reclaiming Conservative Pessimism: John Derbyshire: 9780307409591: Amazon.com: Books	 Three Rivers Press (October 5, 2010)
140008105X	Amazon.com: Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America&#39;s Enemies (9781400081059): M. Stanton Evans: Books	 Crown Forum; First Edition edition (November 6, 2007)
1595550909	Bamboozled: How Americans are being Exploited by the Lies of the Liberal Agenda: Angela McGlowan: 9781595550903: Amazon.com: Books	 Thomas Nelson (April 10, 2007)
0198294689	Amazon.com: Cold War Statesmen Confront the Bomb: Nuclear Diplomacy since 1945 (9780198294689): John Lewis Gaddis, Philip H. Gordon, Ernest R. May, Jonathan Rosenberg: Books	 Oxford University Press, USA (May 27, 1999)
1595552723	Amazon.com: After the Hangover: The Conservatives&#39; Road to Recovery (9781595552723): R. Emmett Tyrrell Jr.: Books	 Thomas Nelson; First Edition edition (April 20, 2010)
0061133957	Leave Us Alone: Getting the Government&#39;s Hands Off Our Money, Our Guns, Our Lives: Grover Norquist: 9780061133954: Amazon.com: Books	 William Morrow; First Edition edition (March 11, 2008)
0345387732	Call for Revolution: Martin L. Gross: 9780345387738: Amazon.com: Books	 Ballantine Books; 1 edition (October 26, 1993)
0895260816	Shut Up &amp; Sing: How Elites from Hollywood, Politics, and the UN are Subverting America: Laura Ingraham: Amazon.com: Books	 Regnery Publishing (November 7, 2006)
0743572203	Liberty and Tyranny: A Conservative Manifesto: Mark R. Levin, Adam Grupper: 9780743572200: Amazon.com: Books	 Simon & Schuster Audio; Unabridged edition (March 24, 2009)
0688113583	Right in the Old Gazoo: What I Learned In A Lifetime Of Meeting The Press: Alan K. Simpson: 9780688113582: Amazon.com: Books	 William Morrow; 1st edition (January 6, 1997)
1861898126	Conservatism: Kieron O&#39;Hara, David Willetts: 9781861898128: Amazon.com: Books	 Reaktion Books; First Edition edition (June 15, 2011)
1904303544	American Conservatism: History, Theory and Practice: Brian Farmer: 9781904303541: Amazon.com: Books	 Cambridge Scholars Publishing (October 1, 2005)
1596981954	America at Risk: The War With No Name: Callista Gingrich, Newt Gingrich: 9781596981959: Amazon.com: Books	 Regnery Publishing; DVD edition (February 22, 2011)
1441811583	Amazon.com: Saving Freedom: We Can Stop America&#39;s Slide into Socialism: Jim DeMint, J. Charles: Books	 Brilliance Audio on CD Unabridged; Unabridged edition (October 15, 2009)
