isbn	title	publisher
0060559799	The Family: The Secret Fundamentalism at the Heart of American Power: Jeff Sharlet: Amazon.com: Books	 Harper (May 20, 2008)
0465083269	Radicals in Robes: Why Extreme Right-Wing Courts Are Wrong for America: Cass R. Sunstein: Amazon.com: Books	 Basic Books; annotated edition edition (September 6, 2005)
0743286529	Foxes in the Henhouse: How the Republicans Stole the South and the Heartland and What the Democrats Must Do to Run &#39;em Out: Steve Jarding, Dave &quot;Mudcat&quot; Saunders, Bob Kerrey: 9780743286527: Amazon.com: Books	 Touchstone (October 10, 2006)
0307455874	Amazon.com: The Audacity of Hope: Thoughts on Reclaiming the American Dream (Vintage) (9780307455871): Barack Obama: Books	 Vintage; Reprint edition (July 15, 2008)
0765806665	True Tolerance: Liberalism and the Necessity of Judgment: J. Budziszewski: 9780765806666: Amazon.com: Books	 Transaction Publishers (December 1, 1999)
0679754873	You Got to Dance with Them What Brung You: Molly Ivins: 9780679754879: Amazon.com: Books	 Vintage; 1st Vintage Books ed edition (February 2, 1999)
0061843717	Edward M. Kennedy: A Biography: Adam Clymer: Amazon.com: Books	 Harper Perennial; 1 Updated edition (June 23, 2009)
0300108702	Off Center: The Republican Revolution and the Erosion of American Democracy: Professor Jacob S. Hacker, Professor Paul Pierson: 9780300108705: Amazon.com: Books	 Yale University Press (October 20, 2005)
0470173696	The Worst Person In the World: And 202 Strong Contenders: Keith Olbermann: 9780470173695: Amazon.com: Books	 Wiley; Reprint edition (September 10, 2007)
097719728X	Amazon.com: Steeplejacking: How the Christian Right is Hijacking Mainstream Religion (9780977197286): Sheldon Culver, John Dorhauer, Frederick Clarkson, Michael Goldberg: Books	 Ig Publishing; 1st Pbk. Ed edition (June 1, 2007)
0307279588	The Fox Effect: How Roger Ailes Turned a Network into a Propaganda Machine: David Brock, Ari Rabin-Havt, Media Matters for America: 9780307279583: Amazon.com: Books	 Anchor; Original edition (February 21, 2012)
0385484046	Hard Left: Tavis Smiley: 9780385484046: Amazon.com: Books	 Doubleday; 1St Edition edition (May 1, 1996)
0307717429	Revival: The Struggle for Survival Inside the Obama White House: Richard Wolffe: 9780307717429: Amazon.com: Books	 Broadway; Reprint edition (November 1, 2011)
0807123668	From George Wallace to Newt Gingrich: Race in the Conservative Counterrevolution, 1963-1994: Dan T. Carter: 9780807123669: Amazon.com: Books	 Louisiana State Univ Pr (April 1999)
0393076385	Amazon.com: Right Star Rising: A New Politics, 1974-1980 (9780393076387): Laura Kalman: Books	 W. W. Norton & Company (June 28, 2010)
0231702280	American Neoconservatism: The Politics and Culture of a Reactionary Idealism (Columbia/Hurst): Jean-Francois Drolet: 9780231702287: Amazon.com: Books	 Columbia University Press; First Edition edition (July 26, 2011)
1608461424	Autoworkers Under the Gun: A Shop-Floor View of the End of the American Dream: Gregg Shotwell, Lee Sustar, Jerry Tucker: 9781608461424: Amazon.com: Books	 Haymarket Books; 1 edition (February 14, 2012)
0553110748	John Glenn: A Memoir: John Glenn, Nick Taylor: 9780553110746: Amazon.com: Books	 Bantam (November 2, 1999)
160635051X	Amazon.com: The Admirable Radical: Staughton Lynd and Cold War Dissent, 1945-1970 (9781606350515): Carl Mirra, Howard Zinn: Books	 Kent State University Press; 3 Revised edition (April 1, 2010)
0670023434	The Cause: The Fight for American Liberalism from Franklin Roosevelt to Barack Obama: Eric Alterman, Kevin Mattson: 9780670023431: Amazon.com: Books	 Viking Adult (April 12, 2012)
0745644848	Why America Needs a Left: A Historical Argument: Eli Zaretsky: 9780745644844: Amazon.com: Books	 Polity; 1 edition (March 20, 2012)
0415907497	Official Knowledge: Democratic Education in a Conservative Age: Michael W. Apple: 9780415907491: Amazon.com: Books	 Routledge; 1 edition (March 1993)
0465005209	Thy Kingdom Come: How the Religious Right Distorts Faith and Threatens America: Randall Balmer: 9780465005208: Amazon.com: Books	 Basic Books; Reprint edition (September 25, 2007)
1576754596	Framing the Future: How Progressive Values Can Win Elections and Influence People (BK Currents): Bernie Horn: 9781576754597: Amazon.com: Books	 Berrett-Koehler Publishers (January 1, 2008)
0822958082	Amazon.com: Of Kennedys And Kings: Making Sense of the Sixties (9780822958086): Harris Wofford: Books	 University of Pittsburgh Press; 1 edition (October 16, 1992)
0812244419	Moral Minority: The Evangelical Left in an Age of Conservatism (Politics and Culture in Modern America): David R. Swartz: 9780812244410: Amazon.com: Books	 University of Pennsylvania Press (September 10, 2012)
0978843134	Youth to Power: How Today&#39;s Young Voters Are Building Tomorrow&#39;s Progressive Majority: Michael Connery: 9780978843137: Amazon.com: Books	 Ig Publishing (February 1, 2008)
0393059421	Losing America: Confronting a Reckless and Arrogant Presidency: Robert C. Byrd: 9780393059427: Amazon.com: Books	 W. W. Norton & Company (July 2004)
0252036867	Making Sense of American Liberalism: Jonathan Bell, Timothy Stanley: 9780252036866: Amazon.com: Books	 University of Illinois Press; 1st Edition edition (March 20, 2012)
1932528059	Neo-Conned! Again: Hypocrisy, Lawlessness, and the Rape of Iraq: D. Liam O&#39;Huallachain, J. Forrest Sharpe, Scott Ritter, Joseph Cirincione: 9781932528053: Amazon.com: Books	 Ihs Press; First edition. edition (December 15, 2005)
0452285658	Thieves in High Places: They&#39;ve Stolen Our Country and It&#39;s Time to Take It Back: Jim Hightower: Amazon.com: Books	 Plume (June 29, 2004)
0465041868	The Disappearing Liberal Intellectual: Eric Lott: 9780465041862: Amazon.com: Books	 Basic Books (March 21, 2006)
0299225402	Raising Hell for Justice: The Washington Battles of a Heartland Progressive: David Obey: 9780299225407: Amazon.com: Books	 University of Wisconsin Press; 1 edition (August 15, 2007)
0436205394	What&#39;s the Matter With America?: Thomas Frank: 9780436205392: Amazon.com: Books	 Secker & Warburg (September 2, 2004)
193185999X	Breaking the Sound Barrier: Amy Goodman, Bill Moyers: Amazon.com: Books	 Haymarket Books (October 1, 2009)
0312315600	Big Lies: The Right-Wing Propaganda Machine and How It Distorts the Truth: Joe Conason: 9780312315603: Amazon.com: Books	 Thomas Dunne Books; 1st edition (September 1, 2003)
0674574400	Miles to Go: A Personal History of Social Policy: The Honorable Daniel Patrick Moynihan: 9780674574403: Amazon.com: Books	 Harvard University Press; First Edition edition (October 1, 1996)
0984934014	The Magic Number: Inside Obama&#39;s Chase for the Presidential Nomination: Jeff Berman: 9780984934010: Amazon.com: Books	 Ordway House LLC (January 11, 2012)
1859840922	Washington Babylon: Alexander Cockburn, Ken Silverstein: 9781859840924: Amazon.com: Books	 Verso Books; First Edition edition (April 1996)
0300077564	Secrecy: The American Experience: The Honorable Daniel Patrick Moynihan: 9780300077568: Amazon.com: Books	 Yale University Press; First Edition edition (September 9, 1998)
0307408027	Great American Hypocrites: Toppling the Big Myths of Republican Politics: Glenn Greenwald: 9780307408020: Amazon.com: Books	 Crown (April 15, 2008)
0393013308	Amazon.com: The Progressive Presidents: Theodore Roosevelt, Woodrow Wilson, Franklin D. Roosevelt, Lyndon B. Johnson (9780393013306): John Morton Blum: Books	 WW Norton & Co; 1st edition (October 30, 1980)
0674635752	On the Law of Nations: The Honorable Daniel Patrick Moynihan: 9780674635753: Amazon.com: Books	 Harvard University Press; First Edition, First Printing edition (September 12, 1990)
0674951964	Whose Votes Count?: Affirmative Action and Minority Voting Rights (Twentieth Century Fund Books/Reports/Studies): Abigail M. Thernstrom: 9780674951969: Amazon.com: Books	 Harvard University Press (January 1, 1989)
0300143222	Thinking Politically: Essays in Political Theory: Michael Walzer, David Miller: 9780300143225: Amazon.com: Books	 Yale University Press (February 24, 2009)
0312356005	Righteous Warrior: Jesse Helms and the Rise of Modern Conservatism: William A. Link: Amazon.com: Books	 St. Martin's Press; 1st edition (February 5, 2008)
0743297865	The Party Faithful: How and Why Democrats Are Closing the God Gap: Amy Sullivan: 9780743297868: Amazon.com: Books	 Scribner; First Edition edition (February 19, 2008)
0812221273	Amazon.com: Advocating Dignity: Human Rights Mobilizations in Global Politics (Pennsylvania Studies in Human Rights) (9780812221275): Jean H. Quataert: Books	 University of Pennsylvania Press (November 24, 2010)
0143118080	Amazon.com: The Audacity to Win: How Obama Won and How We Can Beat the Party of Limbaugh, Beck, and Palin (9780143118084): David Plouffe: Books	 Penguin Books; Updated edition (August 31, 2010)
067973418X	Let Them Call Me Rebel: Saul Alinsky: His Life and Legacy: Sanford D. Horwitt: 9780679734185: Amazon.com: Books	 Vintage (March 31, 1992)
1586487191	The Practical Progressive: How to Build a Twenty-first Century Political Movement: Erica Payne: Amazon.com: Books	 PublicAffairs (August 11, 2008)
0700617027	Kennedy vs. Carter: The 1980 Battle for the Democratic Party&#39;s Soul: Timothy Stanley: 9780700617029: Amazon.com: Books	 University Press of Kansas; 1 edition (March 1, 2010)
156511891X	Reason: Why Liberals Will Win the Battle for America: Robert B. Reich: 9781565118911: Amazon.com: Books	 HighBridge Company; Unabridged edition (May 10, 2004)
1560256141	The I Hate Ann Coulter, Bill O&#39;Reilly, Rush Limbaugh, Michael Savage, Sean Hannity. . . Reader: The Hideous Truth About America&#39;s Ugliest Conservatives: Clint Willis: Amazon.com: Books	None
0743562607	It Takes a Village: Hillary Rodham Clinton: Amazon.com: Books	 Simon & Schuster Audio; 10 Abr Anv edition (December 12, 2006)
0156007088	Walking with the Wind: A Memoir of the Movement (Harvest Book): John Lewis, Michael D&#39;Orso: Amazon.com: Books	 Harvest Books (October 18, 1999)
0307952525	While America Sleeps: A Wake-up Call for the Post-9/11 Era: Russ Feingold: 9780307952523: Amazon.com: Books	 Crown; First Edition edition (February 21, 2012)
0521482623	Fulbright: A Biography: Randall Bennett Woods: 9780521482622: Amazon.com: Books	 Cambridge University Press; First Edition edition (June 30, 1995)
1591023602	Republican Like Me: Infiltrating Red-state, White-ass, And Blue-suit America: Harmon Leon: 9781591023609: Amazon.com: Books	 Prometheus Books; First Edition edition (November 7, 2005)
0812981030	The Death of Conservatism: A Movement and Its Consequences: Sam Tanenhaus: 9780812981032: Amazon.com: Books	 Random House Trade Paperbacks (October 19, 2010)
0811864278	Blind Trust: Barbara Boxer: Amazon.com: Books	 Chronicle Books (July 22, 2009)
0195387961	The Constitution in 2020: Jack M. Balkin, Reva B. Siegel: 9780195387964: Amazon.com: Books	 Oxford University Press, USA; 1 edition (May 26, 2009)
0307346544	Piety &amp; Politics: The Right-Wing Assault on Religious Freedom: Barry W. Lynn: 9780307346544: Amazon.com: Books	 Harmony; First Edition edition (October 3, 2006)
1896357008	Progress Without People: New Technology, Unemployment, and the Message of Resistance: David F. Noble: 9781896357003: Amazon.com: Books	 Between the Lines (May 2, 1995)
0817308431	Amazon.com: Earl Browder: The Failure of American Communism (9780817308438): James G. Ryan: Books	 University of Alabama Press (February 1, 1997)
1419644386	Liars For Jesus: The Religious Right&#39;s Alternate Version of American History Vol. 1: Chris Rodda: 9781419644382: Amazon.com: Books	 BookSurge Publishing; 1ST edition (August 10, 2006)
0806142022	A Letter to America: David L. Boren: 9780806142029: Amazon.com: Books	 University of Oklahoma Press; Reprint edition (February 15, 2011)
0816670404	Crossing the Barriers: The Autobiography of Allan H. Spear: Allan H. Spear, John Milton, Barney Frank: 9780816670406: Amazon.com: Books	 Univ Of Minnesota Press (October 29, 2010)
1935928236	At the Tea Party: The Wing Nuts, Whack Jobs and Whitey-whiteness of the New Republican Right - And Why We Should Take it Seriously: Laura Flanders: 9781935928232: Amazon.com: Books	 OR Books; 1ST edition (November 1, 2010)
0805090142	Amazon.com: Blue Dixie: Awakening the South&#39;s Democratic Majority: Bob Moser: Books	 Holt Paperbacks; First Edition edition (April 27, 2009)
0143143581	Angler: The Cheney Vice Presidency: Barton Gellman: Amazon.com: Books	 Penguin Audio; Unabridged edition (September 16, 2008)
1932543236	Road to Freedom: Photographs of the Civil Rights Movement, 1956-1968: Julian Cox, Charles Johnson, John Lewis: 9781932543230: Amazon.com: Books	 High Museum of Art; First Edition edition (August 1, 2008)
0061133019	100 Ways America Is Screwing Up the World: John Tirman, Howard Zinn: 9780061133015: Amazon.com: Books	 Harper Perennial (August 8, 2006)
0520043871	Corporate Liberalism: The Origins of Modern American Political Theory, 1890-1920: R. Jeffrey Lustig: 9780520043879: Amazon.com: Books	 University of California Press (September 1983)
1565841719	A People&#39;s History of the United States: The Wall Charts (New Press People&#39;s History): Howard Zinn, George Kirschner: 9781565841710: Amazon.com: Books	 New Press, The; Wal Chrt edition (October 1, 1995)
0060846712	F.U.B.A.R.: America&#39;s Right-Wing Nightmare: Sam Seder, Stephen Sherrill: Amazon.com: Books	 HarperCollins (May 23, 2006)
145161036X	God, No!: Signs You May Already Be an Atheist and Other Magical Tales: Penn Jillette: 9781451610369: Amazon.com: Books	 Simon & Schuster; First Edition edition (August 16, 2011)
0860916472	Capitalism, Socialism, Ecology: André Gorz, Chris Turner: 9780860916475: Amazon.com: Books	 Verso; First Edition edition (July 1, 1994)
0452296307	Threshold: The Progressive Plan to Pull America Back from the Brink: Thom Hartmann: Amazon.com: Books	 Plume (June 29, 2010)
1567510787	Facing the Wrath: Confronting the Right in Dangerous Times: Sara Diamond: 9781567510782: Amazon.com: Books	 Common Courage Press (July 1, 2002)
1600247547	True Compass: A Memoir: Edward M. Kennedy, John Bedford Lloyd: 9781600247545: Amazon.com: Books	 Twelve; Unabridged edition (September 14, 2009)
0618056645	Earth in the Balance: Ecology and the Human Spirit: Albert Gore: 0046442056649: Amazon.com: Books	 Houghton Mifflin Harcourt; Revised edition (April 22, 2000)
044651926X	The Waxman Report: How Congress Really Works: Henry Waxman: Amazon.com: Books	 Twelve; Reprint edition (July 28, 2010)
0684810654	Walking with the Wind: A Memoir of the Movement: John Lewis, Michael D&#39;orso: 9780684810652: Amazon.com: Books	 Simon & Schuster; First Edition edition (June 1, 1998)
0982375646	The Plan: Barack Obama&#39;s Promise to America and His Plan for the Economy, Iraq, Healthcare, and More: Barack Obama: 9780982375648: Amazon.com: Books	 Pacific Publishing Studio (March 25, 2009)
140226576X	Amazon.com: How to Win a Fight With a Conservative (9781402265761): Daniel Kurtzman: Books	 Sourcebooks; Rev Upd edition (June 1, 2012)
1616088834	What Liberals Believe: The Best Progressive Quotes Ever (Second Edition): William Martin: 9781616088835: Amazon.com: Books	 Skyhorse Publishing; Second Edition edition (September 1, 2012)
0879464143	Stoking the Fire of Democracy: Our Generation&#39;s Introduction to Grassroots Organizing: Stephen N. Smith: 9780879464141: Amazon.com: Books	 ACTA Publications (September 14, 2009)
1933202009	Amazon.com: Robert C. Byrd: Child of the Appalachian Coalfields (9781933202006): ROBERT C. BYRD: Books	 West Virginia University Press; 1st Edition edition (May 1, 2005)
1570759510	The Gospel of Rutba: War, Peace, and the Good Samaritan Story in Iraq: Greg Barrett, Afterword by Shane Claiborne: 9781570759512: Amazon.com: Books	 Orbis Books (May 23, 2012)
0691143293	Souled Out: Reclaiming Faith and Politics after the Religious Right: E. J. Dionne: 9780691143293: Amazon.com: Books	 Princeton University Press (October 12, 2009)
0812975790	Amazon.com: The New American Story (9780812975796): Bill Bradley: Books	 Random House Trade Paperbacks (January 8, 2008)
0143038869	Conservatives Without Conscience: John W. Dean: Amazon.com: Books	 Penguin Books (August 28, 2007)
0199768404	Rule and Ruin: The Downfall of Moderation and the Destruction of the Republican Party, From Eisenhower to the Tea Party (Studies in Postwar American Political Development): Geoffrey Kabaservice: 9780199768400: Amazon.com: Books	 Oxford University Press, USA (January 4, 2012)
0312590733	Amazon.com: Ayn Rand Nation: The Hidden Struggle for America&#39;s Soul (9780312590734): Gary Weiss: Books	 St. Martin's Press; 1St Edition edition (February 28, 2012)
0520250710	Liberalism for a New Century: Neil Jumonville, Kevin Mattson, E.J. Dionne: 9780520250710: Amazon.com: Books	 University of California Press; 1 edition (June 4, 2007)
1583228888	Daybreak: Undoing the Imperial Presidency and Forming a More Perfect Union: David Swanson: Amazon.com: Books	 Seven Stories Press (September 1, 2009)
0807821896	Henry A. Wallace: His Search for a New World Order: Graham J. White, John Maze: 9780807821893: Amazon.com: Books	 Univ of North Carolina Pr (May 1995)
1448642256	Vile Acts of Evil: Volume 1 Banking in America: Michael A. Kirchubel: 9781448642250: Amazon.com: Books	 CreateSpace Independent Publishing Platform (July 4, 2009)
0470557397	Common Nonsense: Glenn Beck and the Triumph of Ignorance: Alexander Zaitchik: 9780470557396: Amazon.com: Books	 Wiley; 1 edition (May 24, 2010)
0471790028	America Beyond Capitalism: Reclaiming Our Wealth, Our Liberty, and Our Democracy: Gar Alperovitz: 9780471790020: Amazon.com: Books	 Wiley; 1 edition (May 15, 2012)
0306819198	Amazon.com: Blowing Smoke: Why the Right Keeps Serving Up Whack-Job Fantasies about the Plot to Euthanize Grandma, Outlaw Christmas, and Turn Junior into a Raging Homosexual (9780306819193): Michael Wolraich: Books	 Da Capo Press; First Edition edition (October 12, 2010)
0446546275	Mike&#39;s Election Guide 2008: Michael Moore: 9780446546270: Amazon.com: Books	 Grand Central Publishing; 2008 edition (August 26, 2008)
0307354199	A Tragic Legacy: How a Good vs. Evil Mentality Destroyed the Bush Presidency: Glenn Greenwald: 9780307354198: Amazon.com: Books	 Crown; 1 edition (June 26, 2007)
1583226850	Government in the Future (Open Media Series): Noam Chomsky: 9781583226858: Amazon.com: Books	 Seven Stories Press (April 5, 2005)
0805079882	Amazon.com: The Wrecking Crew: How Conservatives Rule (9780805079883): Thomas Frank: Books	 Metropolitan Books (August 5, 2008)
1567510280	Amazon.com: Prisoners of Colonialism: The Struggle for Justice in Puerto Rico (9781567510287): Ronald Fernandez: Books	 Common Courage Press (May 1994)
0813108691	Women Politicians and the Media: Maria Braden: 9780813108698: Amazon.com: Books	 The University Press of Kentucky (February 15, 1996)
0385516045	Amazon.com: How the Republicans Stole Religion: Why the Religious Right is Wrong about Faith &amp; Politics and What We Can Do to Make it Right (9780385516044): Bill Press: Books	 Image (November 21, 2006)
0807861804	American Liberalism: An Interpretation for Our Time (H. Eugene and Lillian Youngs Lehman Series): John McGowan: 9780807861806: Amazon.com: Books	 The University of North Carolina Press (August 14, 2009)
0143115227	Why We&#39;re Liberals: A Handbook for Restoring America&#39;s Most Important Ideals: Eric Alterman: 9780143115229: Amazon.com: Books	 Penguin Books; Reprint edition (February 24, 2009)
1888363827	Profit Over People: Neoliberalism &amp; Global Order: Noam Chomsky, Robert W. McChesney: 9781888363821: Amazon.com: Books	 Seven Stories Press (September 6, 2011)
0307269663	Right Is Wrong: How the Lunatic Fringe Hijacked America, Shredded the Constitution, and Made Us All Less Safe: Arianna Huffington: 9780307269669: Amazon.com: Books	 Knopf; 1 edition (April 29, 2008)
0060929499	Amazon.com: There&#39;s Nothing in the Middle of the Road but Yellow Stripes and Dead Armadillos: A Work of Political Subversion: Jim Hightower: Books	 Harper Perennial (August 19, 1998)
0143114174	The Argument: Inside the Battle to Remake Democratic Politics: Matt Bai: Amazon.com: Books	 Penguin Books; Reprint edition (July 29, 2008)
0307717992	Permanently Blue: How Democrats Can End the Republican Party and Rule the Next Generation: Dylan Loewe: 9780307717993: Amazon.com: Books	 Three Rivers Press (September 7, 2010)
0743222245	Amazon.com: Living History (9780743222242): Hillary Rodham Clinton: Books	 Simon & Schuster (June 9, 2003)
0877667047	Amazon.com: Who Speaks for America&#39;s Children: The Role of Child Advocates in Public Policy (9780877667049): Carol J. De Vita, Rachel Mosher-Williams: Books	 Urban Inst Pr (August 2001)
0271034505	The Political Thought of Jacques Rancire: Creating Equality: Todd May: 9780271034508: Amazon.com: Books	 Pennsylvania State Univ Pr (Txt) (August 28, 2008)
0739383221	Change We Can Believe In: Barack Obama&#39;s Plan to Renew America&#39;s Promise: Barack Obama: 9780739383223: Amazon.com: Books	 Random House Audio; Unabridged edition (September 9, 2008)
0271026979	Deliberative Democracy In America: A Proposal For A Popular Branch Of Government: Ethan J. Leib: 9780271026978: Amazon.com: Books	 Pennsylvania State Univ Pr; New edition edition (May 30, 2005)
1608461920	The Democrats: A Critical History (Updated edition): Lance Selfa: 9781608461929: Amazon.com: Books	 Haymarket Books; Revised edition (August 7, 2012)
074327752X	Take It Back: Our Party, Our Country, Our Future: James Carville, Paul Begala: 9780743277525: Amazon.com: Books	 Simon & Schuster; First Printing edition (January 10, 2006)
0679758569	Breaking The News: How the Media Undermine American Democracy: James Fallows: 9780679758563: Amazon.com: Books	 Vintage; 1st Vintage Books Ed edition (January 14, 1997)
1904859038	Dime&#39;s Worth of Difference: Beyond the Lesser of Two Evils (Counterpunch): Alexander Cockburn, Jeffrey St. Clair: 9781904859031: Amazon.com: Books	 AK Press (September 1, 2004)
0143034987	A Call to Service: My Vision for a Better America: John Kerry: 9780143034988: Amazon.com: Books	 Penguin Books; 2nd edition (July 6, 2004)
0700618171	Theodore Roosevelt, the Progressive Party, and the Transformation of American Democracy (American Political Thought): Sidney M. Milkis: 9780700618170: Amazon.com: Books	 Univ Pr of Kansas; Reprint edition (September 6, 2011)
0307460452	Amazon.com: Change We Can Believe In: Barack Obama&#39;s Plan to Renew America&#39;s Promise (9780307460455): Barack Obama: Books	 Broadway; 1ST edition (September 9, 2008)
0415771498	Neoliberal Environments: False Promises and Unnatural Consequences: Nik Heynen, James McCarthy, Scott Prudham, Paul Robbins: 9780415771498: Amazon.com: Books	 Routledge; 1 edition (August 16, 2007)
1400042216	Reason: Why Liberals Will Win the Battle for America: Robert B. Reich: 9781400042210: Amazon.com: Books	 Knopf; 1 edition (May 11, 2004)
0521186811	Counter Realignment: Political Change in the Northeastern United States: Howard L. Reiter, Jeffrey M. Stonecash: 9780521186810: Amazon.com: Books	 Cambridge University Press (January 31, 2011)
0618685405	The Big Con: The True Story of How Washington Got Hoodwinked and Hijacked by Crackpot Economics: Jonathan Chait: 9780618685400: Amazon.com: Books	 Houghton Mifflin Harcourt; 1St Edition edition (September 12, 2007)
0143058444	American Theocracy: The Peril and Politics of Radical Religion, Oil, and Borrowed Money in the 21stCentury: Kevin Phillips: 9780143058441: Amazon.com: Books	 Penguin Audio; Unabridged edition (March 21, 2006)
031236153X	Bloodthirsty Bitches and Pious Pimps of Power: The Rise and Risks of the New Conservative Hate Culture: Gerry Spence: 9780312361532: Amazon.com: Books	 St. Martin's Press; First Edition edition (October 3, 2006)
1458783308	Power Trip: U.S. Unilateralism and Global Strategy After September 11: John Feffer: 9781458783301: Amazon.com: Books	 ReadHowYouWant (November 9, 2010)
1576758893	Unite and Conquer: How to Build Coalitions That Win and Last (BK Currents (Paperback)): Kyrsten Sinema, Janet Napolitano: Amazon.com: Books	 Berrett-Koehler Publishers (July 1, 2009)
